,39.900000000000006,41.230000000000004,42.56,43.89,45.22,46.550000000000004,47.88,49.21,50.540000000000006,51.870000000000005,53.2,54.53,55.86,57.190000000000005,58.52,59.85,61.18000000000001,62.510000000000005,63.84,65.17,66.5,67.83,69.16,70.49000000000001,73.15
39.900000000000006,189,0,60,0,27,0,7,0,9,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0
41.230000000000004,0,1,18,0,1,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42.56,78,2,611,0,58,0,34,1,24,0,14,12,42,6,0,0,22,0,5,0,1,0,0,0,0
43.89,8,0,2,1,7,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
45.22,36,1,92,2,195,2,44,1,86,0,54,11,56,2,12,16,22,0,8,0,9,0,0,0,0
46.550000000000004,1,0,8,0,14,5,0,1,4,0,4,0,7,0,6,0,4,0,1,0,2,0,0,0,0
47.88,31,0,83,0,36,0,139,2,42,0,36,15,110,8,1,2,10,2,4,0,2,0,0,0,0
49.21,0,0,15,0,15,1,3,28,8,0,16,0,9,0,7,2,16,0,9,0,2,0,0,0,0
50.540000000000006,33,0,95,2,41,4,30,1,373,1,92,11,162,8,17,5,18,1,1,0,7,0,0,0,0
51.870000000000005,2,0,6,0,6,0,12,0,0,0,14,12,30,2,3,0,3,0,0,0,0,0,0,0,0
53.2,15,0,97,0,50,2,24,2,106,0,338,4,153,11,34,26,32,2,67,0,22,0,0,0,1
54.53,3,0,18,0,3,0,9,0,4,1,33,55,22,8,0,1,10,0,0,0,0,0,0,0,0
55.86,4,0,70,0,10,2,40,7,82,0,53,7,474,1,29,38,29,8,13,0,7,0,0,0,0
57.190000000000005,2,0,61,0,10,0,12,0,13,0,24,14,39,37,4,8,14,0,2,0,9,0,0,0,0
58.52,0,0,10,0,12,1,1,3,39,0,47,3,136,5,65,34,22,15,38,0,5,0,0,0,0
59.85,0,0,0,0,1,0,0,0,1,0,7,0,46,0,11,91,0,13,12,0,3,0,0,0,0
61.18000000000001,6,0,88,0,19,2,17,5,46,0,42,8,114,4,21,16,61,12,69,0,18,0,0,0,0
62.510000000000005,0,0,3,0,1,0,2,0,1,0,7,0,9,5,2,7,7,27,16,0,12,0,0,0,0
63.84,0,0,0,0,0,0,0,2,7,0,6,0,27,0,15,29,4,11,146,0,17,0,0,0,0
65.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
66.5,0,0,4,0,6,0,3,0,10,0,10,0,22,1,4,1,10,3,49,0,49,0,0,0,1
67.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
69.16,0,0,0,1,1,0,0,0,1,0,4,0,3,0,11,0,1,0,6,0,3,0,0,0,0
70.49000000000001,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
73.15,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,2
